timeStamp,hash,from,to,value,move_balance,staking,stake_balance
1655226686,0x34aab2849a316b112427dcd05146303ec4ecc2d83ddf2e04c825c3cedda35aee,0x08d32204ea8e1817616137fbf67c5484cbcc87ca,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,183.74,-183.74,1,-183.74
1655237792,0x103881c12f955ecc0e4876febb51924f077ac5f62e02283012c9b4ee42b4dd3d,0x670ad0755cc159f9ad79e65d632facba1e743e48,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,6063.67,-6063.67,1,-6063.67
1655239241,0xa24838439e67d05806d59d7505745fe4558dd850dbf155cdb4fc8ae79ce61e7f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,160000.0,-160000.0,1,-160000.0
1655239241,0xa24838439e67d05806d59d7505745fe4558dd850dbf155cdb4fc8ae79ce61e7f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,81.02,-81.02,1,-81.02
1655248092,0x6fe281dd5f4ad84f9c803335d38484f6a5420548348c03c2f6ebfc26522ad5e1,0xd1131556881f6b04a20d11e33048c89554c422c8,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,38500.0,-38500.0,1,-38500.0
1655248092,0x6fe281dd5f4ad84f9c803335d38484f6a5420548348c03c2f6ebfc26522ad5e1,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xd1131556881f6b04a20d11e33048c89554c422c8,536.98,-536.98,1,-536.98
1655257354,0x5cb889d260e7f42e6eb0c99b7fae6d98398cb96b9a88211bd466d0a917a7595d,0xdf32e907390f7fbe3dbd1adca57e04724f19e38a,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,7586.07,-7586.07,1,-7586.07
1655257354,0x5cb889d260e7f42e6eb0c99b7fae6d98398cb96b9a88211bd466d0a917a7595d,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xdf32e907390f7fbe3dbd1adca57e04724f19e38a,173.94,-173.94,1,-173.94
1655288660,0x904272f278c0ce1fd190c7765ed86d76f8f99066a9cf912430f4303310e447ff,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xc056510a7ac969de97349b22f901a27422139f6c,101.95,-101.95,1,-101.95
1655288660,0x904272f278c0ce1fd190c7765ed86d76f8f99066a9cf912430f4303310e447ff,0xc056510a7ac969de97349b22f901a27422139f6c,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,16310.26,-16310.26,1,-16310.26
1655300624,0x2511d04d85e48af3d9cdeb996ea13dabe0b03e47fab0a0cbe2a9f9ebe8b706a2,0xddd32528b79660238abb1d38ba3f1ea052e4b327,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,1490.36,-1490.36,1,-1490.36
1655312093,0x8daa924663db24ee725af78aa22793e077283fb3a0148b8eecacd81434d36a2d,0xf3b7b7c355cb6bb099837320564e1b1f374fb145,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,37465.25,-37465.25,1,-37465.25
1655312222,0xe31c390651b1dfe29d3ea6a5d63d827b73105035443a535b4ca32db48eb75657,0xf3b7b7c355cb6bb099837320564e1b1f374fb145,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,10000.0,-10000.0,1,-10000.0
1655312222,0xe31c390651b1dfe29d3ea6a5d63d827b73105035443a535b4ca32db48eb75657,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xf3b7b7c355cb6bb099837320564e1b1f374fb145,0.02,-0.02,1,-0.02
1655316266,0x40ca5651932ab7b7d2cfc4cbfcab372930a8a1c24e2360931f781ea625dee9af,0x4c8d62040966b589a6d45958f55fa3ace2eae344,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,766.58,-766.58,1,-766.58
1655317153,0xa370279287fef425cc6f7241bd1456a7fa04b8b3bbec836dcc47f19592442531,0xbb40d0ab6d21fdf12b9619ddadcf854860b831cf,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,32800.93,-32800.93,1,-32800.93
1655324003,0x1a082d502de2333a7fd75430f37b3782e11c318e4e9ca3238816b23592558d53,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xf3b7b7c355cb6bb099837320564e1b1f374fb145,2.52,-2.52,1,-2.52
1655324003,0x1a082d502de2333a7fd75430f37b3782e11c318e4e9ca3238816b23592558d53,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xf3b7b7c355cb6bb099837320564e1b1f374fb145,47465.25,-47465.25,1,-47465.25
1655329831,0x4a3e8c864aba5bf07696020973fdd073a9ac1803e7a38935ba555f5e1a7a9cba,0xed151258873ea341a7abdae3fd16a077617cc258,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,1200000.0,-1200000.0,1,-1200000.0
1655329831,0x4a3e8c864aba5bf07696020973fdd073a9ac1803e7a38935ba555f5e1a7a9cba,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xed151258873ea341a7abdae3fd16a077617cc258,1960.75,-1960.75,1,-1960.75
1655334216,0x3c8301225ebecc58be91fc273b7acda4740f1555eb851ec881862b54d08ab5d0,0x76ed46aa7e548a2a270fb95d906f0b0965cf9fba,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,97632.62,-97632.62,1,-97632.62
1655374319,0xad999ca836c478cdb553fb5ff1decdc7510940cefbba61020bd4c6e4571ab213,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xce921c6d898ee8424e37da88861a82d1b9418e3f,62.94,-62.94,1,-62.94
1655374319,0xad999ca836c478cdb553fb5ff1decdc7510940cefbba61020bd4c6e4571ab213,0xce921c6d898ee8424e37da88861a82d1b9418e3f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,6126.14,-6126.14,1,-6126.14
1655392578,0x27b611323b4c76bb311cb192609ace6cc768186a875afec2fa1e5333cbf56d39,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xf1cab71c8183574a0e642535e12be0f67c4e6e04,89.62,-89.62,1,-89.62
1655392578,0x27b611323b4c76bb311cb192609ace6cc768186a875afec2fa1e5333cbf56d39,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xf1cab71c8183574a0e642535e12be0f67c4e6e04,15000.33,-15000.33,1,-15000.33
1655392782,0x372b8f53c696d3de28b14dacb20a699bbf6a27cc51fd187d24bf710d8c57ed3a,0x3ccefa08aa5a9ba4513a817f65bc204f4010a602,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,132763.86,-132763.86,1,-132763.86
1655396197,0x19229f9cfd3652008c0cc245eb6d1071f15480e7d71f80f749b3cdcdcd774881,0x078c61b085c9be89c170f83ceb4a5c893aa88970,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,5782.84,-5782.84,1,-5782.84
1655399200,0x0986f7891768776f28ae3698baf14599d6f9bcfe2742ccbc16a3c0b3901a1f95,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x2f2df7a8eadfc5d09545dd4c7f4267bf09e51849,4954.44,-4954.44,1,-4954.44
1655399200,0x0986f7891768776f28ae3698baf14599d6f9bcfe2742ccbc16a3c0b3901a1f95,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x2f2df7a8eadfc5d09545dd4c7f4267bf09e51849,9.48,-9.48,1,-9.48
1655409371,0xb3ef098f528d6b3e08cd95a1beecfb4e1e95323572e73a4e69d6c07d27369eea,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x6d221e326d45913ae8a60299e637733c3a860c58,1497.69,-1497.69,1,-1497.69
1655409371,0xb3ef098f528d6b3e08cd95a1beecfb4e1e95323572e73a4e69d6c07d27369eea,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x6d221e326d45913ae8a60299e637733c3a860c58,995194.55,-995194.55,1,-995194.55
1655417546,0x742f79fdffeaace5d29d01c789317afcbac96fdc27d34b746baa3ffa8070cab1,0x13fc3d81b66b2c91d4f2501df9efcc344dfb1581,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,35500.0,-35500.0,1,-35500.0
1655432098,0x1d893bf8c214b131172dd7a9c8e49275b612901d32719b86dbc224408d8f6c3c,0x1111320dfa8375a0e3d2f08db7b5d43ce92ae02d,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,1775777.04,-1775777.04,1,-1775777.04
1655453954,0xa28e7fe800318ec3832d6cccff7dd18d3ca94a15fbc52550c9b008b3197836f3,0x0c324e4a39c70c5e4e0d76b40bc34ca909fcd9a4,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,1654.76,-1654.76,1,-1654.76
1655487951,0x040a164eff466e7810681c08f7a5dd383c0c97a6f0fdf107a5eecdcab233a74c,0x5d52d7d492cc22ed904433f07d0c57d9899557dc,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,286802.72,-286802.72,1,-286802.72
1655499126,0x15c662b0ad021f0b3abad714bf710eb57f1aaa9250a645baf6381f8cdc993ce8,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xd77a679e16a8d22d5839a0bb3109c753c5bbd682,72.5,-72.5,1,-72.5
1655499126,0x15c662b0ad021f0b3abad714bf710eb57f1aaa9250a645baf6381f8cdc993ce8,0xd77a679e16a8d22d5839a0bb3109c753c5bbd682,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,12533.37,-12533.37,1,-12533.37
1655503102,0xb4ddbdce4584febbf4025d2214ff314bde6e43de5b289d26f958cc8806706f10,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xabaa456baed43bfdccd8bcc589bd9af825a29716,668.53,-668.53,1,-668.53
1655503117,0x228ac12d8d8ae25f8d8635d69e50a4574dc25e650489379e904e8a7073084e0a,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xabaa456baed43bfdccd8bcc589bd9af825a29716,0.01,-0.01,1,-0.01
1655503117,0x228ac12d8d8ae25f8d8635d69e50a4574dc25e650489379e904e8a7073084e0a,0xabaa456baed43bfdccd8bcc589bd9af825a29716,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,21168.54,-21168.54,1,-21168.54
1655542889,0xcea6ce3e10598e2cae1d1146e3b2a3f76fd42d43bc6e951ebe16ce6aefae0d8f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x82a6337fd59418cb1033fb254a94a97b85310c6c,686.91,-686.91,1,-686.91
1655542889,0xcea6ce3e10598e2cae1d1146e3b2a3f76fd42d43bc6e951ebe16ce6aefae0d8f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x82a6337fd59418cb1033fb254a94a97b85310c6c,177938.04,-177938.04,1,-177938.04
1655543639,0xc0d9df93f490b04d20071eabdce7e71897a8f68cf695518ac66f5ba9bc3e71ba,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x1111320dfa8375a0e3d2f08db7b5d43ce92ae02d,887.38,-887.38,1,-887.38
1655543639,0xc0d9df93f490b04d20071eabdce7e71897a8f68cf695518ac66f5ba9bc3e71ba,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x1111320dfa8375a0e3d2f08db7b5d43ce92ae02d,1775777.04,-1775777.04,1,-1775777.04
1655561807,0x37764fb428f9c8f2da0a77b4d46bda73a37a32227dd8429b75d72a740b46fcdf,0x833c1d11056e522c4bc449eb8ebc3a4391477dc0,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,20000.0,-20000.0,1,-20000.0
1655575686,0xd9e95459f15fd681383dcfa34c896fe3c0897b69b322f1e5a5db75b7a696e91d,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xc721f32eb6ecc78bdabb176b2b21764863209968,42.12,-42.12,1,-42.12
1655575686,0xd9e95459f15fd681383dcfa34c896fe3c0897b69b322f1e5a5db75b7a696e91d,0xc721f32eb6ecc78bdabb176b2b21764863209968,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,176364.02,-176364.02,1,-176364.02
1655583145,0xeee50fb0210f0a8d912d436e64db6e583e30faf1aeba5740e587b482a00b5ec6,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xabc96d08d0c0094032151325cbcfe7b6424c0259,201.78,-201.78,1,-201.78
1655583211,0x698682632fba9d1bf6f5399db15da35bfba4f2f9f16bb0091f6b4bb71f36667b,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xabc96d08d0c0094032151325cbcfe7b6424c0259,0.03,-0.03,1,-0.03
1655583211,0x698682632fba9d1bf6f5399db15da35bfba4f2f9f16bb0091f6b4bb71f36667b,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xabc96d08d0c0094032151325cbcfe7b6424c0259,105531.47,-105531.47,1,-105531.47
1655590345,0x50cc5f980c9e2ed6838682a26bdfa261de06e6e817e00504040862017e153aec,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,349.43,-349.43,1,-349.43
1655590345,0x50cc5f980c9e2ed6838682a26bdfa261de06e6e817e00504040862017e153aec,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,221793.56,-221793.56,1,-221793.56
1655613196,0x6ae7eeced0b1b9fdf4f3ee194ce0ae870d79742e51defc1a377d411d84fa37cf,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x13eec4d64016ce0719ad77719303e53fe3e76434,961.9,-961.9,1,-961.9
1655631134,0xfcf54f68030d4e17f72d5e05cc2c716a130fb70a8687e59a13d33d2a78431f26,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x6f12e58bb03e8e326b610a8a74608cf5c6ce8293,71.51,-71.51,1,-71.51
1655631134,0xfcf54f68030d4e17f72d5e05cc2c716a130fb70a8687e59a13d33d2a78431f26,0x6f12e58bb03e8e326b610a8a74608cf5c6ce8293,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,10331.9,-10331.9,1,-10331.9
1655640443,0x8231103a70774b7a700dfc3e85493b0aef6fa349ae7b28a1a96f95db2da4f107,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x4571d47e9ed7d838e9af02ef7ae3f54c56650a40,1663.97,-1663.97,1,-1663.97
1655640443,0x8231103a70774b7a700dfc3e85493b0aef6fa349ae7b28a1a96f95db2da4f107,0x4571d47e9ed7d838e9af02ef7ae3f54c56650a40,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,38369.47,-38369.47,1,-38369.47
1655640479,0xdb05184e1b514792a3114cddb57e0051f60b33fe48bab88752ac45fa6af734b5,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x4571d47e9ed7d838e9af02ef7ae3f54c56650a40,0.06,-0.06,1,-0.06
1655640479,0xdb05184e1b514792a3114cddb57e0051f60b33fe48bab88752ac45fa6af734b5,0x4571d47e9ed7d838e9af02ef7ae3f54c56650a40,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,1663.97,-1663.97,1,-1663.97
1655648148,0xd80822eacfb0703dc303b10859921da3c72f8b65772eb2a70acdd656bbdd7560,0x6ad0f7e6f008fadcde9cf73b6819ed42359bbca7,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,2025.0,-2025.0,1,-2025.0
1655666682,0x3036613f4a2c20d9d9e6d8a8652d3cc74e03eb0c5468bb448caa8a0ae9b35e24,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,242321.55,-242321.55,1,-242321.55
1655709665,0xec046b10dc1072efa0a24d3d40a7f70a0cad069ec52201818aa33ef8785f2780,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xe547b7a0e7d0ac88253fef7db174f0d3662fc552,13766.87,-13766.87,1,-13766.87
1655709836,0x771974a0c9fa076af671644ea36c6e339dba17e2a587b20b568f468329445d61,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xe547b7a0e7d0ac88253fef7db174f0d3662fc552,3.1,-3.1,1,-3.1
1655709836,0x771974a0c9fa076af671644ea36c6e339dba17e2a587b20b568f468329445d61,0xe547b7a0e7d0ac88253fef7db174f0d3662fc552,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,13766.87,-13766.87,1,-13766.87
1655717704,0x90a1521e6247833b2670feaf4526a687d4077baae06d6f937c50c200ac4eba3d,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xfadccb52f00426588d219a75d76a6564b7e8001a,1020.1,-1020.1,1,-1020.1
1655717902,0x9a17ab090e4386b0b886a5c2f76f4d3f5206e8b5b2e360c051852d2726e1b7a6,0xfadccb52f00426588d219a75d76a6564b7e8001a,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,20000.0,-20000.0,1,-20000.0
1655717902,0x9a17ab090e4386b0b886a5c2f76f4d3f5206e8b5b2e360c051852d2726e1b7a6,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xfadccb52f00426588d219a75d76a6564b7e8001a,0.4,-0.4,1,-0.4
1655720249,0xaf502b2251e1e450998007aa9ab5a30b7fbf51c059e8fc726fb551c07e3455d9,0x4c8d62040966b589a6d45958f55fa3ace2eae344,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,1595.55,-1595.55,1,-1595.55
1655720249,0xaf502b2251e1e450998007aa9ab5a30b7fbf51c059e8fc726fb551c07e3455d9,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x4c8d62040966b589a6d45958f55fa3ace2eae344,1.39,-1.39,1,-1.39
1655722477,0xede980c819a2cf4137a7ac089c8fc9901a76a20e32086dbab2c4907ff3c1d603,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xc056510a7ac969de97349b22f901a27422139f6c,227.1,-227.1,1,-227.1
1655722477,0xede980c819a2cf4137a7ac089c8fc9901a76a20e32086dbab2c4907ff3c1d603,0xc056510a7ac969de97349b22f901a27422139f6c,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,30408.79,-30408.79,1,-30408.79
1655723263,0x16027236f0af2234cbb924b252b6316d59e37370a1e29026702d4cc8b7a6a24f,0xb956cafc8247f5ce2b6642a4355eda020715ce84,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,8000.0,-8000.0,1,-8000.0
1655723263,0x16027236f0af2234cbb924b252b6316d59e37370a1e29026702d4cc8b7a6a24f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xb956cafc8247f5ce2b6642a4355eda020715ce84,1001.77,-1001.77,1,-1001.77
1655735216,0xbff50163accf3bd4b2532d2e9134e5804b864da06dea4a53de6ebafa505b76ed,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x527810d4bd23d1d929297b5b86d26433005e3e7a,191794.94,-191794.94,1,-191794.94
1655735216,0xbff50163accf3bd4b2532d2e9134e5804b864da06dea4a53de6ebafa505b76ed,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x527810d4bd23d1d929297b5b86d26433005e3e7a,2038.66,-2038.66,1,-2038.66
1655737127,0x083d139f070cdae1d1fd01d229762e97a2864ab7f846d4b3046bafa86ad710ba,0x68f2a16cdecbce8dfd96df92d424c9b9a709ba3f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,10131.77,-10131.77,1,-10131.77
1655745590,0x9a1ef28c8ccf2f98dc638aa0b4456f92e4495645b645f0718229fac3a4e52a24,0xabc96d08d0c0094032151325cbcfe7b6424c0259,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,105056.74,-105056.74,1,-105056.74
1655748047,0x7e7ba505e98a522d1c0a0eec1f40658ec6f908bf0f263b141e6e9400c31fb26a,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x262e28baff9602f574d877ffa0fa6a0c9c0a1ddc,517.74,-517.74,1,-517.74
1655748047,0x7e7ba505e98a522d1c0a0eec1f40658ec6f908bf0f263b141e6e9400c31fb26a,0x262e28baff9602f574d877ffa0fa6a0c9c0a1ddc,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,30217.08,-30217.08,1,-30217.08
1655748155,0x024eb4f2ce82455d348357970c9751b064a85bb5be7ceaec2ded6e66f9af8cf2,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x262e28baff9602f574d877ffa0fa6a0c9c0a1ddc,0.05,-0.05,1,-0.05
1655751323,0xb0543b3a86e0801902fa4dc88da1422a36f766ff0d3d38b2c701d946fea43d3d,0xb087b3bc5b1b583f1857528697ef673a5d916e2e,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,79686.07,-79686.07,1,-79686.07
1655751323,0xb0543b3a86e0801902fa4dc88da1422a36f766ff0d3d38b2c701d946fea43d3d,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xb087b3bc5b1b583f1857528697ef673a5d916e2e,2042.78,-2042.78,1,-2042.78
1655759861,0x3a577a4e2da4783a1de74e9b5f5f7ef0928c566745aa6d801b6a2dacda505fca,0x6a9eed97bf83ed53ff88666c0bdf3a0fd72e29bf,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,12000.0,-12000.0,1,-12000.0
1655759861,0x3a577a4e2da4783a1de74e9b5f5f7ef0928c566745aa6d801b6a2dacda505fca,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x6a9eed97bf83ed53ff88666c0bdf3a0fd72e29bf,84.38,-84.38,1,-84.38
1655761088,0x6ba40cb029139ed866e1a23803d61b72da8778366c9106186b14634b3f1b7793,0x13c6faab953f63f9760177689086877dccf8e855,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,250666.67,-250666.67,1,-250666.67
1655769886,0x9d4e3918fc36ebd0624846169d41a24e9c874371eb5fcaf773004e6b7819ac7f,0xc9ec9c6b9de67a672a596095bc85db7e9ff5246f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,63642.45,-63642.45,1,-63642.45
1655803025,0x131f74bfe1a77d301669614e67606347e38b8ef4bde4fc6c71dc61eb454ac127,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x0a4b4008f8271fa529aaa68e69084674d73c8168,784.44,-784.44,1,-784.44
1655803097,0x86ec5fb30c0376ef2bd2f568e85fe639972a29335036a36d1f16fccea14fa4d5,0x0a4b4008f8271fa529aaa68e69084674d73c8168,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,8093.92,-8093.92,1,-8093.92
1655803097,0x86ec5fb30c0376ef2bd2f568e85fe639972a29335036a36d1f16fccea14fa4d5,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x0a4b4008f8271fa529aaa68e69084674d73c8168,0.04,-0.04,1,-0.04
1655821136,0x53197e74b484d32b9b9ac93c835a658837e36e4de5caa0920630a59816fd17aa,0xf9ea23b14016820b3e6c12701feed5ab42532d8c,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,414807.53,-414807.53,1,-414807.53
1655825997,0x0b7e522fc0af5d028a286862f2caccba68c56484a50b9788d61cb4f63911ce69,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,170.27,-170.27,1,-170.27
1655825997,0x0b7e522fc0af5d028a286862f2caccba68c56484a50b9788d61cb4f63911ce69,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,167959.05,-167959.05,1,-167959.05
1655867113,0x503241f2810fe7fbff826120564caadfc7ded0ff006e6528be6b4fe48c034ca4,0xb567472560ff1c1d90f0e94e1bd75d5df73e5587,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,936710.43,-936710.43,1,-936710.43
1655867113,0x503241f2810fe7fbff826120564caadfc7ded0ff006e6528be6b4fe48c034ca4,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xb567472560ff1c1d90f0e94e1bd75d5df73e5587,413.54,-413.54,1,-413.54
1655896816,0x7882e45a98cbb267420882efa29520a1b0e275b27adb8f7cb4dfdd3996242636,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x0a4b4008f8271fa529aaa68e69084674d73c8168,60.81,-60.81,1,-60.81
1655896816,0x7882e45a98cbb267420882efa29520a1b0e275b27adb8f7cb4dfdd3996242636,0x0a4b4008f8271fa529aaa68e69084674d73c8168,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,4273.81,-4273.81,1,-4273.81
1655914895,0x69109d79a8b1d8bae9dbc6ff18713a7980dad20025cbb19d2b30c6c6d37f69f2,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x0c753d7fed1b75d804c6ee94ff49e3ce60f73f97,184.95,-184.95,1,-184.95
1655914958,0x58efd4c4a72b712c10691e25eca502cbbf26f697b82668b829e3d30cc466c828,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x0c753d7fed1b75d804c6ee94ff49e3ce60f73f97,0.01,-0.01,1,-0.01
1655914958,0x58efd4c4a72b712c10691e25eca502cbbf26f697b82668b829e3d30cc466c828,0x0c753d7fed1b75d804c6ee94ff49e3ce60f73f97,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,184.96,-184.96,1,-184.96
1655917493,0x525c181f1d6346c37803daf59b6c78ebd811e0b796d091eaf2320d86dd013454,0xd3776fe4157c3e281f97acd918f4b8cb8e251587,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,5000.26,-5000.26,1,-5000.26
1655920766,0xf4dcf6cb2634477beba873849833cfecc6dd5726a86e120acb18c5e785f0ab91,0x8adbfde13bfa04a1541308d0fff86cfd2af6f80d,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,48688.85,-48688.85,1,-48688.85
1655920766,0xf4dcf6cb2634477beba873849833cfecc6dd5726a86e120acb18c5e785f0ab91,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x8adbfde13bfa04a1541308d0fff86cfd2af6f80d,564.18,-564.18,1,-564.18
1655921039,0xed54dfda87d5606414219f68b3f47de7a316cdfe43439717037f79f5914905fe,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x8adbfde13bfa04a1541308d0fff86cfd2af6f80d,0.12,-0.12,1,-0.12
1655921039,0xed54dfda87d5606414219f68b3f47de7a316cdfe43439717037f79f5914905fe,0x8adbfde13bfa04a1541308d0fff86cfd2af6f80d,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,564.18,-564.18,1,-564.18
1655921897,0x2babc814c3b324345111fdd16da2419383ad54ba20ef207321fe790820a8ca28,0x0ed09b7c2af6747f17bcdd5a04ef0574da5af105,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,19709.87,-19709.87,1,-19709.87
1655928141,0x99b9b969fa0b6179db0bb70f380dcf801bc3d001a5987cd8446b922d5d099a01,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xb956cafc8247f5ce2b6642a4355eda020715ce84,199.02,-199.02,1,-199.02
1655928141,0x99b9b969fa0b6179db0bb70f380dcf801bc3d001a5987cd8446b922d5d099a01,0xb956cafc8247f5ce2b6642a4355eda020715ce84,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,12.5,-12.5,1,-12.5
1655930155,0x56e06e5fa4f8d2b9ae2c785965cf574d3963ea93c514abfe2e4e6a491437deab,0xb956cafc8247f5ce2b6642a4355eda020715ce84,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,12.5,-12.5,1,-12.5
1655930155,0x56e06e5fa4f8d2b9ae2c785965cf574d3963ea93c514abfe2e4e6a491437deab,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0xb956cafc8247f5ce2b6642a4355eda020715ce84,1.94,-1.94,1,-1.94
1655931577,0xe23265f9cbd2bb6042b4d62a339e5db4dd89436abde872f22c2c2204235ee86f,0xdf5c4c1b98a4d045573ab2005d77e87daa58c853,0x9c9ab71f585b54bedfbe11c3c1b65558bcaad4d3,188.14,-188.14,1,-188.14
